,created_at,id,text
144,Fri May 22 17:30:00 +0000 2020,1263884832368504833,"People moves in pharma and healthcare marketing this week:

- @CallyKate named head of social media at @evokekyne
-… https://t.co/uw3h6hRCa4"
145,Fri May 22 17:55:49 +0000 2020,1263891331153383426,"without sharing the actual data, some vaccine experts are telling @RLCscienceboss that @moderna_tx's COVID-19 vacci… https://t.co/FQ6FJzZBMh"
146,Fri May 22 18:52:22 +0000 2020,1263905560560308229,@HealthPolicyW @TheLancet @moderna_tx @nextstrain @NIAIDNews @mvankerkhove @DrMikeRyan @DrTedros @FLAHAULT… https://t.co/EUloFbyEWp
147,Fri May 22 20:14:37 +0000 2020,1263926260893433858,"AS @moderna_tx's #COVID19 VACCINE TAKES THE LEAD, ITS CHIEF MEDICAL OFFICER’S RECENT PROMOTION OF “GENE-EDITING VAC… https://t.co/2djyglwFuP"
148,Fri May 22 23:47:09 +0000 2020,1263979744493797377,"RT @ABCMundial: #Fauci is confident U.S. could have a #coronavirus #vaccine by #December
@moderna_tx Moderna's early COVID-19 vaccine data,…"
149,Sat May 23 02:58:53 +0000 2020,1264027994730856449,"6/ Other reasons for &gt;1 Covid vaccine: 1) need billions of doses, so useful to have &gt;1 company producing them; 2)… https://t.co/WRrLeWmoqT"
150,Sat May 23 04:09:37 +0000 2020,1264045796141477890,@FrankLuntz @moderna_tx I will never be deceived to even consider a vaccine in these end of days from people that w… https://t.co/y03STY7w0E
151,Sat May 23 04:20:27 +0000 2020,1264048523277983744,WeekAtWork: @moderna_tx Reports Positive Interim Phase I Results for #COVID19 Vaccine.... @GENbio: https://t.co/ybZNN4YxAn
152,Sat May 23 09:28:36 +0000 2020,1264126072397926400,RT @ElsTorreele: Could it be that stock value and financial gains rather than robust evidence have become the primary goals of vaccine rese…
153,Sat May 23 15:55:05 +0000 2020,1264223335535259648,. @moderna_tx Reports Positive Interim Phase I Results for #COVID19 Vaccine https://t.co/eXevP0Sdqi https://t.co/j9e87zE2Y2
154,Sat May 23 16:01:18 +0000 2020,1264224899817709570,"Early results are positive as @moderna_tx works to create a #covid19 vaccine, according to this story from… https://t.co/xRvT8x3cwr"
155,Sat May 23 17:43:52 +0000 2020,1264250709710524416,RT @GENbio: . @moderna_tx Reports Positive Interim Phase I Results for #COVID19 Vaccine https://t.co/eXevP0Sdqi https://t.co/j9e87zE2Y2
156,Sat May 23 18:00:59 +0000 2020,1264255016925265920,"Swiss company @LonzaGroup is ready to produce hundreds of millions #COVID19 vaccine this year, if trials continue t… https://t.co/H2KcTZqTSe"
157,Sat May 23 18:14:50 +0000 2020,1264258504258453511,"RT @FlagshipPioneer: LISTEN to @FortuneMagazine podcast interview with 
@NoubarAfeyan on @moderna_tx 's promising COVID-19 clinical trial r…"
158,Sat May 23 20:21:29 +0000 2020,1264290374648057860,"RT @SwissCGNY: Swiss company @LonzaGroup is ready to produce hundreds of millions #COVID19 vaccine this year, if trials continue to prove s…"
159,Sat May 23 22:33:00 +0000 2020,1264323473570217984,"RT @Bob_Wachter: 6/ Other reasons for &gt;1 Covid vaccine: 1) need billions of doses, so useful to have &gt;1 company producing them; 2) @moderna…"
